samp_date,field_pt_name,parameter,parameter_name,parvq,value,units,wwtp
2/3/2021,effluent,PFOS,Perfluorooctane sulfonic acid,=,3.2,NG/L,Michelson WWRF
2/3/2021,influent,PFOS,Perfluorooctane sulfonic acid,=,3.5,NG/L,Michelson WWRF
2/3/2021,effluent,PFOS,Perfluorooctane sulfonic acid,=,3.2,NG/L,Michelson WWRF
2/3/2021,effluent,PFPA,Perfluoropentanoic acid,=,48,NG/L,Michelson WWRF
2/3/2021,influent,PFPA,Perfluoropentanoic acid,=,6.6,NG/L,Michelson WWRF
2/3/2021,effluent,PFPA,Perfluoropentanoic acid,=,48,NG/L,Michelson WWRF
2/3/2021,influent,PFPA,Perfluoropentanoic acid,=,6.6,NG/L,Michelson WWRF
4/30/2021,influent,MEFOSE,N-Methyl perfluorooctane sulfonamidoethanol,=,1.3,NG/L,Michelson WWRF
4/30/2021,effluent,NMEFOSAA,N-Methyl perfluorooctane sulfonamidoacetic acid,=,0.66,NG/L,Michelson WWRF
4/30/2021,influent,PFBS,Perfluorobutanesulfonic acid,=,1.3,NG/L,Michelson WWRF
4/30/2021,effluent,PFBS,Perfluorobutanesulfonic acid,=,2.5,NG/L,Michelson WWRF
4/30/2021,effluent,PFBS,Perfluorobutanesulfonic acid,=,2.6,NG/L,Michelson WWRF
4/30/2021,influent,PFBA,Perfluorobutyric acid,=,3.1,NG/L,Michelson WWRF
4/30/2021,effluent,PFBA,Perfluorobutyric acid,=,6.1,NG/L,Michelson WWRF
4/30/2021,effluent,PFBA,Perfluorobutyric acid,=,6.2,NG/L,Michelson WWRF
4/30/2021,effluent,PFHxA,Perfluorohexanoic acid,=,37,NG/L,Michelson WWRF
4/30/2021,effluent,PFHxA,Perfluorohexanoic acid,=,38,NG/L,Michelson WWRF
4/30/2021,influent,PFHxA,Perfluorohexanoic acid,=,6.9,NG/L,Michelson WWRF
4/30/2021,effluent,PFHpA,Perfluoroheptanoic acid,=,2.1,NG/L,Michelson WWRF
4/30/2021,effluent,PFHpA,Perfluoroheptanoic acid,=,2.2,NG/L,Michelson WWRF
4/30/2021,influent,PFHpA,Perfluoroheptanoic acid,=,2.1,NG/L,Michelson WWRF
4/30/2021,effluent,PFHxS,Perfluorohexanesulfonic acid,=,1.4,NG/L,Michelson WWRF
4/30/2021,influent,PFHxS,Perfluorohexanesulfonic acid,=,1.7,NG/L,Michelson WWRF
4/30/2021,effluent,PFHxS,Perfluorohexanesulfonic acid,=,1.5,NG/L,Michelson WWRF
4/30/2021,effluent,PFNA,Perfluorononanoic acid,=,0.77,NG/L,Michelson WWRF
4/30/2021,influent,PFNA,Perfluorononanoic acid,=,0.64,NG/L,Michelson WWRF
4/30/2021,effluent,PFNA,Perfluorononanoic acid,=,0.8,NG/L,Michelson WWRF
4/30/2021,effluent,PFDA,Perfluorodecanoic acid,=,3.2,NG/L,Michelson WWRF
4/30/2021,influent,PFDA,Perfluorodecanoic acid,=,0.67,NG/L,Michelson WWRF
4/30/2021,effluent,PFDA,Perfluorodecanoic acid,=,3.1,NG/L,Michelson WWRF
4/30/2021,effluent,PFOA,Perfluorooctanoic acid,=,14,NG/L,Michelson WWRF
4/30/2021,effluent,PFOA,Perfluorooctanoic acid,=,14,NG/L,Michelson WWRF
4/30/2021,influent,PFOA,Perfluorooctanoic acid,=,3.7,NG/L,Michelson WWRF
4/30/2021,influent,PFOS,Perfluorooctane sulfonic acid,=,2.6,NG/L,Michelson WWRF
4/30/2021,effluent,PFOS,Perfluorooctane sulfonic acid,=,2.4,NG/L,Michelson WWRF
4/30/2021,effluent,PFOS,Perfluorooctane sulfonic acid,=,2.4,NG/L,Michelson WWRF
4/30/2021,effluent,PFPA,Perfluoropentanoic acid,=,37,NG/L,Michelson WWRF
4/30/2021,effluent,PFPA,Perfluoropentanoic acid,=,38,NG/L,Michelson WWRF
4/30/2021,influent,PFPA,Perfluoropentanoic acid,=,4.5,NG/L,Michelson WWRF
4/30/2021,influent,PFPES,Perfluoropentane sulfonoic acid,=,0.81,NG/L,Michelson WWRF
4/30/2021,effluent,NMEFOSAA,N-Methyl perfluorooctane sulfonamidoacetic acid,=,0.56,NG/L,Michelson WWRF
4/30/2021,effluent,NMEFOSAA,N-Methyl perfluorooctane sulfonamidoacetic acid,=,0.59,NG/L,Michelson WWRF
4/30/2021,effluent,PFBS,Perfluorobutanesulfonic acid,=,2.2,NG/L,Michelson WWRF
4/30/2021,effluent,PFBS,Perfluorobutanesulfonic acid,=,2.2,NG/L,Michelson WWRF
4/30/2021,influent,PFBS,Perfluorobutanesulfonic acid,=,1.1,NG/L,Michelson WWRF
4/30/2021,influent,PFBA,Perfluorobutyric acid,=,3,NG/L,Michelson WWRF
4/30/2021,effluent,PFBA,Perfluorobutyric acid,=,5.7,NG/L,Michelson WWRF
4/30/2021,effluent,PFBA,Perfluorobutyric acid,=,5.7,NG/L,Michelson WWRF
4/30/2021,influent,PFDS,Perfluorodecanesulfonic acid,=,0.91,NG/L,Michelson WWRF
4/30/2021,effluent,PFHxA,Perfluorohexanoic acid,=,33,NG/L,Michelson WWRF
4/30/2021,effluent,PFHxA,Perfluorohexanoic acid,=,34,NG/L,Michelson WWRF
4/30/2021,influent,PFHxA,Perfluorohexanoic acid,=,6.2,NG/L,Michelson WWRF
4/30/2021,effluent,PFHpA,Perfluoroheptanoic acid,=,2,NG/L,Michelson WWRF
4/30/2021,effluent,PFHpA,Perfluoroheptanoic acid,=,2,NG/L,Michelson WWRF
4/30/2021,influent,PFHpA,Perfluoroheptanoic acid,=,1.8,NG/L,Michelson WWRF
4/30/2021,influent,PFHxS,Perfluorohexanesulfonic acid,=,1.8,NG/L,Michelson WWRF
4/30/2021,effluent,PFHxS,Perfluorohexanesulfonic acid,=,1.3,NG/L,Michelson WWRF
4/30/2021,effluent,PFHxS,Perfluorohexanesulfonic acid,=,1.3,NG/L,Michelson WWRF
4/30/2021,influent,PFNA,Perfluorononanoic acid,=,0.61,NG/L,Michelson WWRF
4/30/2021,effluent,PFNA,Perfluorononanoic acid,=,0.83,NG/L,Michelson WWRF
4/30/2021,effluent,PFNA,Perfluorononanoic acid,=,0.82,NG/L,Michelson WWRF
4/30/2021,effluent,PFDA,Perfluorodecanoic acid,=,3,NG/L,Michelson WWRF
4/30/2021,influent,PFDA,Perfluorodecanoic acid,=,0.69,NG/L,Michelson WWRF
4/30/2021,effluent,PFDA,Perfluorodecanoic acid,=,3.1,NG/L,Michelson WWRF
4/30/2021,effluent,PFOA,Perfluorooctanoic acid,=,14,NG/L,Michelson WWRF
4/30/2021,effluent,PFOA,Perfluorooctanoic acid,=,13,NG/L,Michelson WWRF
4/30/2021,influent,PFOA,Perfluorooctanoic acid,=,3.7,NG/L,Michelson WWRF
4/30/2021,influent,PFOS,Perfluorooctane sulfonic acid,=,2.5,NG/L,Michelson WWRF
4/30/2021,effluent,PFOS,Perfluorooctane sulfonic acid,=,2.2,NG/L,Michelson WWRF
4/30/2021,effluent,PFOS,Perfluorooctane sulfonic acid,=,2.1,NG/L,Michelson WWRF
4/30/2021,effluent,PFPA,Perfluoropentanoic acid,=,36,NG/L,Michelson WWRF
4/30/2021,effluent,PFPA,Perfluoropentanoic acid,=,35,NG/L,Michelson WWRF
4/30/2021,influent,PFPA,Perfluoropentanoic acid,=,4.9,NG/L,Michelson WWRF
7/22/2021,effluent,PFBS,Perfluorobutanesulfonic acid,=,3.5,NG/L,Michelson WWRF
7/22/2021,effluent,PFBA,Perfluorobutyric acid,=,6.4,NG/L,Michelson WWRF
7/22/2021,effluent,PFHxA,Perfluorohexanoic acid,=,41,NG/L,Michelson WWRF
7/22/2021,influent,PFHxA,Perfluorohexanoic acid,=,8,NG/L,Michelson WWRF
7/22/2021,influent,PFHxA,Perfluorohexanoic acid,=,8.3,NG/L,Michelson WWRF
7/22/2021,influent,PFHpA,Perfluoroheptanoic acid,=,2.5,NG/L,Michelson WWRF
7/22/2021,influent,PFHpA,Perfluoroheptanoic acid,=,2.8,NG/L,Michelson WWRF
7/22/2021,effluent,PFHpA,Perfluoroheptanoic acid,=,2.7,NG/L,Michelson WWRF
7/22/2021,effluent,PFDA,Perfluorodecanoic acid,=,2.9,NG/L,Michelson WWRF
7/22/2021,influent,PFOA,Perfluorooctanoic acid,=,5,NG/L,Michelson WWRF
7/22/2021,influent,PFOA,Perfluorooctanoic acid,=,5,NG/L,Michelson WWRF
7/22/2021,effluent,PFOA,Perfluorooctanoic acid,=,18,NG/L,Michelson WWRF
7/22/2021,influent,PFOS,Perfluorooctane sulfonic acid,=,5.8,NG/L,Michelson WWRF
7/22/2021,effluent,PFOS,Perfluorooctane sulfonic acid,=,2.2,NG/L,Michelson WWRF
7/22/2021,influent,PFOS,Perfluorooctane sulfonic acid,=,5.2,NG/L,Michelson WWRF
7/22/2021,influent,PFPA,Perfluoropentanoic acid,=,7.4,NG/L,Michelson WWRF
7/22/2021,influent,PFPA,Perfluoropentanoic acid,=,7.5,NG/L,Michelson WWRF
7/22/2021,effluent,PFPA,Perfluoropentanoic acid,=,74,NG/L,Michelson WWRF
7/22/2021,effluent,PFBS,Perfluorobutanesulfonic acid,=,3.1,NG/L,Michelson WWRF
7/22/2021,influent,PFBS,Perfluorobutanesulfonic acid,=,1.8,NG/L,Michelson WWRF
7/22/2021,effluent,PFBA,Perfluorobutyric acid,=,6.5,NG/L,Michelson WWRF
7/22/2021,influent,PFHxA,Perfluorohexanoic acid,=,7.1,NG/L,Michelson WWRF
7/22/2021,effluent,PFHxA,Perfluorohexanoic acid,=,32,NG/L,Michelson WWRF
7/22/2021,influent,PFHxA,Perfluorohexanoic acid,=,7.2,NG/L,Michelson WWRF
7/22/2021,influent,PFHpA,Perfluoroheptanoic acid,=,2.3,NG/L,Michelson WWRF
7/22/2021,effluent,PFHpA,Perfluoroheptanoic acid,=,2.5,NG/L,Michelson WWRF
7/22/2021,influent,PFHpA,Perfluoroheptanoic acid,=,2.3,NG/L,Michelson WWRF
7/22/2021,effluent,PFDA,Perfluorodecanoic acid,=,2.3,NG/L,Michelson WWRF
7/22/2021,influent,PFOA,Perfluorooctanoic acid,=,4.3,NG/L,Michelson WWRF
7/22/2021,influent,PFOA,Perfluorooctanoic acid,=,4.2,NG/L,Michelson WWRF
7/22/2021,effluent,PFOA,Perfluorooctanoic acid,=,16,NG/L,Michelson WWRF
7/22/2021,influent,PFOS,Perfluorooctane sulfonic acid,=,4.6,NG/L,Michelson WWRF
7/22/2021,effluent,PFOS,Perfluorooctane sulfonic acid,=,2.1,NG/L,Michelson WWRF
7/22/2021,influent,PFOS,Perfluorooctane sulfonic acid,=,4.8,NG/L,Michelson WWRF
7/22/2021,influent,PFPA,Perfluoropentanoic acid,=,7.1,NG/L,Michelson WWRF
7/22/2021,influent,PFPA,Perfluoropentanoic acid,=,7.9,NG/L,Michelson WWRF
7/22/2021,effluent,PFPA,Perfluoropentanoic acid,=,59,NG/L,Michelson WWRF
1/12/2021,effluent,5:3FTCA,"2H,2H,3H,3H-Perfluorooctanoic Acid",=,41,NG/L,Point Loma WWTP & Ocean Outfall
10/1/2020,effluent,5:3FTCA,"2H,2H,3H,3H-Perfluorooctanoic Acid",=,33,NG/L,Point Loma WWTP & Ocean Outfall
10/1/2020,influent,5:3FTCA,"2H,2H,3H,3H-Perfluorooctanoic Acid",=,44,NG/L,Point Loma WWTP & Ocean Outfall
10/1/2020,effluent,6:2FTS,6:2 Fluorotelomer sulfonic acid,=,5.7,NG/L,Point Loma WWTP & Ocean Outfall
10/1/2020,influent,PFBS,Perfluorobutanesulfonic acid,=,29,NG/L,Point Loma WWTP & Ocean Outfall
10/1/2020,effluent,PFBS,Perfluorobutanesulfonic acid,=,28,NG/L,Point Loma WWTP & Ocean Outfall
10/1/2020,effluent,PFBA,Perfluorobutyric acid,=,42,NG/L,Point Loma WWTP & Ocean Outfall
10/1/2020,effluent,PFHxA,Perfluorohexanoic acid,=,29,NG/L,Point Loma WWTP & Ocean Outfall
10/1/2020,influent,PFHxA,Perfluorohexanoic acid,=,31,NG/L,Point Loma WWTP & Ocean Outfall
10/1/2020,effluent,PFOA,Perfluorooctanoic acid,=,13,NG/L,Point Loma WWTP & Ocean Outfall
10/1/2020,effluent,PFOS,Perfluorooctane sulfonic acid,=,8.2,NG/L,Point Loma WWTP & Ocean Outfall
10/1/2020,effluent,PFPA,Perfluoropentanoic acid,=,48,NG/L,Point Loma WWTP & Ocean Outfall
10/1/2020,influent,PFPA,Perfluoropentanoic acid,=,57,NG/L,Point Loma WWTP & Ocean Outfall
4/22/2021,effluent,5:3FTCA,"2H,2H,3H,3H-Perfluorooctanoic Acid",=,46,NG/L,Point Loma WWTP & Ocean Outfall
4/22/2021,effluent,PFHxA,Perfluorohexanoic acid,=,28,NG/L,Point Loma WWTP & Ocean Outfall
4/22/2021,effluent,PFPA,Perfluoropentanoic acid,=,60,NG/L,Point Loma WWTP & Ocean Outfall
4/22/2021,influent,PFPA,Perfluoropentanoic acid,=,84,NG/L,Point Loma WWTP & Ocean Outfall
7/1/2021,influent,PFHxA,Perfluorohexanoic acid,=,28,NG/L,Point Loma WWTP & Ocean Outfall
7/1/2021,effluent,PFHxA,Perfluorohexanoic acid,=,30,NG/L,Point Loma WWTP & Ocean Outfall
7/1/2021,effluent,PFPA,Perfluoropentanoic acid,=,60,NG/L,Point Loma WWTP & Ocean Outfall
7/1/2021,influent,PFPA,Perfluoropentanoic acid,=,53,NG/L,Point Loma WWTP & Ocean Outfall
3/9/2021,effluent,NMEFOSAA,N-Methyl perfluorooctane sulfonamidoacetic acid,=,1,NG/L,Lompoc City WRP
3/9/2021,effluent,PFBS,Perfluorobutanesulfonic acid,=,9.7,NG/L,Lompoc City WRP
3/9/2021,effluent,PFHxA,Perfluorohexanoic acid,=,42,NG/L,Lompoc City WRP
3/9/2021,effluent,PFHxS,Perfluorohexanesulfonic acid,=,17,NG/L,Lompoc City WRP
3/9/2021,influent,PFHxS,Perfluorohexanesulfonic acid,=,8.8,NG/L,Lompoc City WRP
3/9/2021,effluent,PFDA,Perfluorodecanoic acid,=,1.1,NG/L,Lompoc City WRP
3/9/2021,effluent,PFOA,Perfluorooctanoic acid,=,9,NG/L,Lompoc City WRP
3/9/2021,effluent,PFOS,Perfluorooctane sulfonic acid,=,5.4,NG/L,Lompoc City WRP
3/9/2021,effluent,PFPES,Perfluoropentane sulfonoic acid,=,3.7,NG/L,Lompoc City WRP
3/9/2021,influent,PFPES,Perfluoropentane sulfonoic acid,=,2,NG/L,Lompoc City WRP
6/17/2021,influent,PFBA,Perfluorobutyric acid,=,130,NG/L,Lompoc City WRP
6/17/2021,effluent,PFBA,Perfluorobutyric acid,=,240,NG/L,Lompoc City WRP
6/17/2021,effluent,PFBS,Perfluorobutanesulfonic acid,=,12,NG/L,Lompoc City WRP
6/17/2021,effluent,PFHxA,Perfluorohexanoic acid,=,45,NG/L,Lompoc City WRP
6/17/2021,effluent,PFHxS,Perfluorohexanesulfonic acid,=,14,NG/L,Lompoc City WRP
6/17/2021,effluent,PFOA,Perfluorooctanoic acid,=,11,NG/L,Lompoc City WRP
6/17/2021,effluent,PFOS,Perfluorooctane sulfonic acid,=,2.2,NG/L,Lompoc City WRP
6/17/2021,effluent,PFPA,Perfluoropentanoic acid,=,39,NG/L,Lompoc City WRP
6/17/2021,effluent,PFPES,Perfluoropentane sulfonoic acid,=,4.2,NG/L,Lompoc City WRP
11/18/2020,influent,GenX,"2,3,3,3-tetrafluoro-2-(1,1,2,2,3,3,3-heptafluoropropoxy) propanoic acid",=,0.51,NG/L,Ojai Valley WWTP
11/18/2020,influent,MEFOSE,N-Methyl perfluorooctane sulfonamidoethanol,=,3.1,NG/L,Ojai Valley WWTP
11/18/2020,influent,NMEFOSAA,N-Methyl perfluorooctane sulfonamidoacetic acid,=,0.54,NG/L,Ojai Valley WWTP
11/18/2020,effluent,PFBS,Perfluorobutanesulfonic acid,=,9.4,NG/L,Ojai Valley WWTP
11/18/2020,influent,PFBA,Perfluorobutyric acid,=,3.4,NG/L,Ojai Valley WWTP
11/18/2020,effluent,PFBA,Perfluorobutyric acid,=,4.8,NG/L,Ojai Valley WWTP
11/18/2020,effluent,PFHxA,Perfluorohexanoic acid,=,27,NG/L,Ojai Valley WWTP
11/18/2020,influent,PFHxA,Perfluorohexanoic acid,=,6.8,NG/L,Ojai Valley WWTP
11/18/2020,influent,PFHpA,Perfluoroheptanoic acid,=,1.1,NG/L,Ojai Valley WWTP
11/18/2020,effluent,PFHpA,Perfluoroheptanoic acid,=,2.9,NG/L,Ojai Valley WWTP
11/18/2020,effluent,PFHxS,Perfluorohexanesulfonic acid,=,0.83,NG/L,Ojai Valley WWTP
11/18/2020,influent,PFNA,Perfluorononanoic acid,=,0.69,NG/L,Ojai Valley WWTP
11/18/2020,effluent,PFNA,Perfluorononanoic acid,=,0.75,NG/L,Ojai Valley WWTP
11/18/2020,effluent,PFDA,Perfluorodecanoic acid,=,1,NG/L,Ojai Valley WWTP
11/18/2020,influent,PFDA,Perfluorodecanoic acid,=,1,NG/L,Ojai Valley WWTP
11/18/2020,effluent,PFOA,Perfluorooctanoic acid,=,18,NG/L,Ojai Valley WWTP
11/18/2020,influent,PFOA,Perfluorooctanoic acid,=,3.2,NG/L,Ojai Valley WWTP
11/18/2020,effluent,PFOS,Perfluorooctane sulfonic acid,=,1.4,NG/L,Ojai Valley WWTP
11/18/2020,influent,PFOS,Perfluorooctane sulfonic acid,=,2.7,NG/L,Ojai Valley WWTP
11/18/2020,influent,PFPA,Perfluoropentanoic acid,=,6.7,NG/L,Ojai Valley WWTP
11/18/2020,effluent,PFPA,Perfluoropentanoic acid,=,65,NG/L,Ojai Valley WWTP
11/18/2020,influent,PFPES,Perfluoropentane sulfonoic acid,=,0.5,NG/L,Ojai Valley WWTP
3/16/2021,effluent,ETFOSE,N-Ethyl perfluorooctane sulfonamidoethanol,=,0.91,NG/L,Ojai Valley WWTP
3/16/2021,influent,MEFOSE,N-Methyl perfluorooctane sulfonamidoethanol,=,1.6,NG/L,Ojai Valley WWTP
3/16/2021,effluent,PFBS,Perfluorobutanesulfonic acid,=,8.1,NG/L,Ojai Valley WWTP
3/16/2021,influent,PFBS,Perfluorobutanesulfonic acid,=,1.3,NG/L,Ojai Valley WWTP
3/16/2021,influent,PFBA,Perfluorobutyric acid,=,3.8,NG/L,Ojai Valley WWTP
3/16/2021,effluent,PFBA,Perfluorobutyric acid,=,4.7,NG/L,Ojai Valley WWTP
3/16/2021,influent,PFHxA,Perfluorohexanoic acid,=,8.5,NG/L,Ojai Valley WWTP
3/16/2021,effluent,PFHxA,Perfluorohexanoic acid,=,24,NG/L,Ojai Valley WWTP
3/16/2021,influent,PFHpA,Perfluoroheptanoic acid,=,1.4,NG/L,Ojai Valley WWTP
3/16/2021,effluent,PFHpA,Perfluoroheptanoic acid,=,2.6,NG/L,Ojai Valley WWTP
3/16/2021,influent,PFHxS,Perfluorohexanesulfonic acid,=,1,NG/L,Ojai Valley WWTP
3/16/2021,effluent,PFHxS,Perfluorohexanesulfonic acid,=,1.2,NG/L,Ojai Valley WWTP
3/16/2021,influent,PFNA,Perfluorononanoic acid,=,0.76,NG/L,Ojai Valley WWTP
3/16/2021,effluent,PFNA,Perfluorononanoic acid,=,0.69,NG/L,Ojai Valley WWTP
3/16/2021,influent,PFDA,Perfluorodecanoic acid,=,1.6,NG/L,Ojai Valley WWTP
3/16/2021,effluent,PFDA,Perfluorodecanoic acid,=,1.1,NG/L,Ojai Valley WWTP
3/16/2021,effluent,PFOA,Perfluorooctanoic acid,=,21,NG/L,Ojai Valley WWTP
3/16/2021,influent,PFOA,Perfluorooctanoic acid,=,5.3,NG/L,Ojai Valley WWTP
3/16/2021,effluent,PFOS,Perfluorooctane sulfonic acid,=,1.9,NG/L,Ojai Valley WWTP
3/16/2021,influent,PFOS,Perfluorooctane sulfonic acid,=,3.1,NG/L,Ojai Valley WWTP
3/16/2021,effluent,PFPA,Perfluoropentanoic acid,=,48,NG/L,Ojai Valley WWTP
3/16/2021,influent,PFPA,Perfluoropentanoic acid,=,5.5,NG/L,Ojai Valley WWTP
3/16/2021,influent,MEFOSE,N-Methyl perfluorooctane sulfonamidoethanol,=,2.2,NG/L,Ojai Valley WWTP
3/16/2021,influent,NETFOSAA,N-Ethyl perfluorooctane sulfonamidoacetic acid,=,0.57,NG/L,Ojai Valley WWTP
3/16/2021,influent,PFBS,Perfluorobutanesulfonic acid,=,1.6,NG/L,Ojai Valley WWTP
3/16/2021,influent,PFBA,Perfluorobutyric acid,=,3.4,NG/L,Ojai Valley WWTP
3/16/2021,influent,PFDoA,Perfluorododecanoic acid,=,0.49,NG/L,Ojai Valley WWTP
3/16/2021,influent,PFDS,Perfluorodecanesulfonic acid,=,1.5,NG/L,Ojai Valley WWTP
3/16/2021,influent,PFHxA,Perfluorohexanoic acid,=,7.8,NG/L,Ojai Valley WWTP
3/16/2021,influent,PFHpA,Perfluoroheptanoic acid,=,1.6,NG/L,Ojai Valley WWTP
3/16/2021,influent,PFHxS,Perfluorohexanesulfonic acid,=,1.4,NG/L,Ojai Valley WWTP
3/16/2021,influent,PFNA,Perfluorononanoic acid,=,0.87,NG/L,Ojai Valley WWTP
3/16/2021,influent,PFDA,Perfluorodecanoic acid,=,1.6,NG/L,Ojai Valley WWTP
3/16/2021,influent,PFOA,Perfluorooctanoic acid,=,4.9,NG/L,Ojai Valley WWTP
3/16/2021,influent,PFOS,Perfluorooctane sulfonic acid,=,2.4,NG/L,Ojai Valley WWTP
3/16/2021,influent,PFPA,Perfluoropentanoic acid,=,4.9,NG/L,Ojai Valley WWTP
3/16/2021,effluent,NMEFOSAA,N-Methyl perfluorooctane sulfonamidoacetic acid,=,0.49,NG/L,Ojai Valley WWTP
3/16/2021,effluent,PFBS,Perfluorobutanesulfonic acid,=,7.7,NG/L,Ojai Valley WWTP
3/16/2021,effluent,PFBA,Perfluorobutyric acid,=,4.6,NG/L,Ojai Valley WWTP
3/16/2021,effluent,PFHxA,Perfluorohexanoic acid,=,20,NG/L,Ojai Valley WWTP
3/16/2021,effluent,PFHpA,Perfluoroheptanoic acid,=,2.4,NG/L,Ojai Valley WWTP
3/16/2021,effluent,PFHxS,Perfluorohexanesulfonic acid,=,1,NG/L,Ojai Valley WWTP
3/16/2021,effluent,PFNA,Perfluorononanoic acid,=,0.65,NG/L,Ojai Valley WWTP
3/16/2021,effluent,PFDA,Perfluorodecanoic acid,=,1.1,NG/L,Ojai Valley WWTP
3/16/2021,effluent,PFOA,Perfluorooctanoic acid,=,20,NG/L,Ojai Valley WWTP
3/16/2021,effluent,PFOS,Perfluorooctane sulfonic acid,=,1.8,NG/L,Ojai Valley WWTP
3/16/2021,effluent,FOSA,Perfluorooctane sulfonamide,=,0.65,NG/L,Ojai Valley WWTP
3/16/2021,effluent,PFPA,Perfluoropentanoic acid,=,45,NG/L,Ojai Valley WWTP
6/22/2021,influent,4:2FTS,4:2 Fluorotelomer sulfonic acid,=,0.92,NG/L,Ojai Valley WWTP
6/22/2021,influent,8:2FTS,8:2 Fluorotelomer sulfonic acid,=,0.96,NG/L,Ojai Valley WWTP
6/22/2021,influent,MEFOSE,N-Methyl perfluorooctane sulfonamidoethanol,=,3.1,NG/L,Ojai Valley WWTP
6/22/2021,influent,NMEFOSAA,N-Methyl perfluorooctane sulfonamidoacetic acid,=,0.53,NG/L,Ojai Valley WWTP
6/22/2021,effluent,NMEFOSAA,N-Methyl perfluorooctane sulfonamidoacetic acid,=,0.54,NG/L,Ojai Valley WWTP
6/22/2021,influent,PFBS,Perfluorobutanesulfonic acid,=,1.9,NG/L,Ojai Valley WWTP
6/22/2021,effluent,PFBS,Perfluorobutanesulfonic acid,=,11,NG/L,Ojai Valley WWTP
6/22/2021,effluent,PFBA,Perfluorobutyric acid,=,4.6,NG/L,Ojai Valley WWTP
6/22/2021,influent,PFBA,Perfluorobutyric acid,=,2.2,NG/L,Ojai Valley WWTP
6/22/2021,influent,PFDS,Perfluorodecanesulfonic acid,=,2.5,NG/L,Ojai Valley WWTP
6/22/2021,effluent,PFHxA,Perfluorohexanoic acid,=,26,NG/L,Ojai Valley WWTP
6/22/2021,influent,PFHxA,Perfluorohexanoic acid,=,5.3,NG/L,Ojai Valley WWTP
6/22/2021,effluent,PFHpA,Perfluoroheptanoic acid,=,4.9,NG/L,Ojai Valley WWTP
6/22/2021,influent,PFHpA,Perfluoroheptanoic acid,=,1.4,NG/L,Ojai Valley WWTP
6/22/2021,effluent,PFHxS,Perfluorohexanesulfonic acid,=,0.78,NG/L,Ojai Valley WWTP
6/22/2021,effluent,PFNA,Perfluorononanoic acid,=,0.86,NG/L,Ojai Valley WWTP
6/22/2021,influent,PFDA,Perfluorodecanoic acid,=,1,NG/L,Ojai Valley WWTP
6/22/2021,effluent,PFDA,Perfluorodecanoic acid,=,1.1,NG/L,Ojai Valley WWTP
6/22/2021,effluent,PFOA,Perfluorooctanoic acid,=,30,NG/L,Ojai Valley WWTP
6/22/2021,influent,PFOA,Perfluorooctanoic acid,=,3.7,NG/L,Ojai Valley WWTP
6/22/2021,effluent,FOSA,Perfluorooctane sulfonamide,=,0.95,NG/L,Ojai Valley WWTP
6/22/2021,effluent,PFOS,Perfluorooctane sulfonic acid,=,2.5,NG/L,Ojai Valley WWTP
6/22/2021,influent,PFOS,Perfluorooctane sulfonic acid,=,2.3,NG/L,Ojai Valley WWTP
6/22/2021,influent,PFPA,Perfluoropentanoic acid,=,2.7,NG/L,Ojai Valley WWTP
6/22/2021,effluent,PFPA,Perfluoropentanoic acid,=,73,NG/L,Ojai Valley WWTP
6/22/2021,influent,MEFOSE,N-Methyl perfluorooctane sulfonamidoethanol,=,1.4,NG/L,Ojai Valley WWTP
6/22/2021,influent,NETFOSAA,N-Ethyl perfluorooctane sulfonamidoacetic acid,=,0.52,NG/L,Ojai Valley WWTP
6/22/2021,influent,PFBS,Perfluorobutanesulfonic acid,=,4.9,NG/L,Ojai Valley WWTP
6/22/2021,effluent,PFBS,Perfluorobutanesulfonic acid,=,11,NG/L,Ojai Valley WWTP
6/22/2021,effluent,PFBA,Perfluorobutyric acid,=,4.6,NG/L,Ojai Valley WWTP
6/22/2021,influent,PFBA,Perfluorobutyric acid,=,2.2,NG/L,Ojai Valley WWTP
6/22/2021,influent,PFHxA,Perfluorohexanoic acid,=,4.5,NG/L,Ojai Valley WWTP
6/22/2021,effluent,PFHxA,Perfluorohexanoic acid,=,24,NG/L,Ojai Valley WWTP
6/22/2021,influent,PFHpA,Perfluoroheptanoic acid,=,1.2,NG/L,Ojai Valley WWTP
6/22/2021,effluent,PFHpA,Perfluoroheptanoic acid,=,4.1,NG/L,Ojai Valley WWTP
6/22/2021,effluent,PFHxS,Perfluorohexanesulfonic acid,=,0.7,NG/L,Ojai Valley WWTP
6/22/2021,effluent,PFNA,Perfluorononanoic acid,=,0.75,NG/L,Ojai Valley WWTP
6/22/2021,influent,PFNA,Perfluorononanoic acid,=,0.62,NG/L,Ojai Valley WWTP
6/22/2021,effluent,PFDA,Perfluorodecanoic acid,=,0.93,NG/L,Ojai Valley WWTP
6/22/2021,influent,PFDA,Perfluorodecanoic acid,=,0.84,NG/L,Ojai Valley WWTP
6/22/2021,influent,PFOA,Perfluorooctanoic acid,=,3.3,NG/L,Ojai Valley WWTP
6/22/2021,effluent,PFOA,Perfluorooctanoic acid,=,27,NG/L,Ojai Valley WWTP
6/22/2021,effluent,FOSA,Perfluorooctane sulfonamide,=,0.77,NG/L,Ojai Valley WWTP
6/22/2021,influent,PFOS,Perfluorooctane sulfonic acid,=,1.6,NG/L,Ojai Valley WWTP
