GLOBAL ID,REPORTING YEAR,FACILITY PLACE ID,SITE NAME,SITE TYPE,LEAD AGENCY,FAC PRODUCE REC WATER,SOLELY REC TREAT,SUBMIT DATE,FACILITY TYPE,LATITUDE DECIMAL DEGREES,LONGITUDE DECIMAL DEGREES
NPD100051505,2019,259171,Corona WWRF #1,* NPDES,SANTA ANA RWQCB (REGION 8),Y,N,6/29/2020,WWTP RW,33.892667,-117.614167
NPD100051488,2019,214199,Chester STP,* NPDES,CENTRAL VALLEY RWQCB (REGION 5R),N,NaN,3/23/2020,WWTP,40.298614,-121.227087
WDR100035975,2019,258677,Stillwater WWTP Reclamation,* WDR Site,CENTRAL VALLEY RWQCB (REGION 5R),Y,N,4/13/2020,WWTP RW,40.4722,-122.294071
WDR100001741,2019,235826,Whittier Narrows Water Reclamation Plant,* WDR Site,LOS ANGELES RWQCB (REGION 4),Y,N,6/27/2020,WWTP RW,34.021667,-118.072778
WDR100001050,2019,226148,Forester & Fire Warden Camp 13,* WDR Site,LOS ANGELES RWQCB (REGION 4),N,NaN,4/28/2020,WWTP,34.084821,-118.863918
WDR100001083,2019,260156,San Jose Creek Water Reclamation Plant,* WDR Site,LOS ANGELES RWQCB (REGION 4),Y,N,6/29/2020,WWTP RW,33.93056,-118.10667
WDR100001834,2019,249771,Paradise Ranch WWTP,* WDR Site,LOS ANGELES RWQCB (REGION 4),N,NaN,4/16/2020,WWTP,34.572265,-118.689749
WDR100018599,2019,268548,Trancas WPCP,* WDR Site,LOS ANGELES RWQCB (REGION 4),N,NaN,9/3/2020,WWTP,34.031603,-118.839941
WDR100036091,2019,271915,Weaverville SD WWTP,* WDR Site,NORTH COAST RWQCB (REGION 1),N,NaN,7/14/2020,WWTP,40.72496,-122.93305
WDR100028733,2019,259193,San Jacinto Valley RWRF,* WDR Site,SANTA ANA RWQCB (REGION 8),Y,N,5/4/2020,WWTP RW,33.79804,-117.01189
WDR100031326,2019,227843,Grayson Comm Serv Dist WTF,* WDR Site,CENTRAL VALLEY RWQCB (REGION 5S),N,NaN,6/24/2020,WWTP,37.56557,-121.18368
WDR100029962,2019,213947,Ceres WWTP,* WDR Site,CENTRAL VALLEY RWQCB (REGION 5S),N,NaN,4/7/2020,WWTP,37.577098,-120.975269
WDR100030876,2019,272758,Windflower Point STP,* WDR Site,CENTRAL VALLEY RWQCB (REGION 5S),N,NaN,8/28/2020,WWTP,39.00772,-122.7307
WDR100032300,2019,251695,Rancho Murieta CSD WWT & Rec,* WDR Site,CENTRAL VALLEY RWQCB (REGION 5S),Y,N,7/21/2020,WWTP RW,38.490532,-121.088797
WDR100032587,2019,251975,"Reclam,OCWD-Green Acres",* WDR Site,SANTA ANA RWQCB (REGION 8),Y,Y,4/30/2020,RWP,33.69417,-117.94543
WDR100037408,2019,269589,USMC - Mainside WWTF,* WDR Site,COLORADO RIVER BASIN RWQCB (REGION 7),Y,N,3/19/2020,WWTP RW,,NaN
NPD100051571,2019,215225,City of Colusa WWTP,* NPDES,CENTRAL VALLEY RWQCB (REGION 5S),N,NaN,11/9/2020,WWTP,39.197222,-122.283333
NPD100051479,2019,257754,Sonoma Valley County SD WWTP,* NPDES,SAN FRANCISCO BAY RWQCB (REGION 2),Y,N,4/24/2020,WWTP RW,38.25172,-122.44395
WDR100028736,2019,259223,Sun City RWRF,* WDR Site,SANTA ANA RWQCB (REGION 8),N,NaN,4/22/2020,WWTP,33.69659,-117.21116
NPD100051476,2019,259150,Riverside City WWRF,* NPDES,SANTA ANA RWQCB (REGION 8),Y,N,6/29/2020,WWTP RW,33.9615,-117.4575
WDR100031577,2019,228057,Groveland WWTF,* WDR Site,CENTRAL VALLEY RWQCB (REGION 5F),Y,N,8/3/2020,WWTP RW,37.84458,-120.22898
WDR100027145,2019,209670,Nevada City School of the Arts Waste Water Facility,* WDR Site,CENTRAL VALLEY RWQCB (REGION 5S),N,NaN,6/30/2020,WWTP,39.255293,-121.155459
WDR100034937,2019,262840,Tahoe Truckee Sanitation Agency,* WDR Site,LAHONTAN RWQCB (REGION 6T),N,NaN,6/29/2020,WWTP,39.339044,-120.127773
WDR100031236,2019,226719,Garberville POTW,* WDR Site,NORTH COAST RWQCB (REGION 1),N,NaN,11/3/2020,WWTP,40.10471,-123.80029
WDR100036054,2019,259160,Running Springs WWTP,* WDR Site,SANTA ANA RWQCB (REGION 8),Y,N,6/16/2020,WWTP RW,34.19462,-117.13738
NPD100051592,2019,205741,Anderson WPCP,* NPDES,CENTRAL VALLEY RWQCB (REGION 5R),N,NaN,3/11/2020,WWTP,40.466044,-122.280904
NPD100051498,2019,246251,Sewerage Commission Oroville Region WWTP,* NPDES,CENTRAL VALLEY RWQCB (REGION 5R),N,NaN,3/20/2020,WWTP,39.453056,-121.636944
WDR100027156,2019,209801,Blue Lake City POTW,* WDR Site,NORTH COAST RWQCB (REGION 1),N,NaN,3/17/2020,WWTP,40.88488,-124.00071
WDR100034743,2019,256049,SCWA Geyserville CSD,* WDR Site,NORTH COAST RWQCB (REGION 1),Y,N,4/24/2020,WWTP RW,38.70289,-122.89461
WDR100027277,2019,209949,Bodega Bay Wastewater Reclamation Facility,* WDR Site,NORTH COAST RWQCB (REGION 1),N,NaN,6/26/2020,WWTP,38.31889,-123.03476
WDR100032324,2019,202611,4-S Ranch WRF,* WDR Site,SAN DIEGO RWQCB (REGION 9),Y,N,9/28/2020,WWTP RW,33.014402,-117.112003
WDR100039574,2019,822816,Los Osos Water Recycling Facility,* WDR Site,CENTRAL COAST RWQCB (REGION 3),Y,N,4/30/2020,WWTP RW,35.30821,-120.80028
WDR100028656,2019,220932,Desert Water Agency Recycled Water Facility,* WDR Site,COLORADO RIVER BASIN RWQCB (REGION 7),Y,Y,4/20/2020,RWP,NaN,NaN
NPD100051574,2019,214888,Cloverdale City WWTP,* NPDES,NORTH COAST RWQCB (REGION 1),N,NaN,4/9/2020,WWTP,38.79721,-123.01151
WDR100036290,2019,274538,Yreka City WWTP,* WDR Site,NORTH COAST RWQCB (REGION 1),N,NaN,8/24/2020,WWTP,41.74247,-122.63276
WDR100034847,2019,259717,Sutter Creek WWTP,* WDR Site,CENTRAL VALLEY RWQCB (REGION 5S),Y,N,7/1/2020,WWTP RW,38.39369,-120.803073
NPD100051499,2019,259220,Margaret H Chandler WWRF,* NPDES,SANTA ANA RWQCB (REGION 8),N,NaN,8/5/2020,WWTP,34.077521,-117.291249
WDR100026815,2019,205398,Amador County Regional Outfall,* WDR Site,CENTRAL VALLEY RWQCB (REGION 5S),Y,Y,7/1/2020,RWP,38.35269,-120.93272
WDR100030663,2019,240655,Middletown STP (SD 2-2),* WDR Site,CENTRAL VALLEY RWQCB (REGION 5S),Y,N,4/28/2020,WWTP RW,38.76915,-122.6513
NPD100051607,2019,259161,Henry N. Wochholz WWRF,* NPDES,SANTA ANA RWQCB (REGION 8),Y,N,4/13/2020,WWTP RW,34.0023,-117.07465
WDR100028257,2019,271777,El Toro Water Dist WWRF,* WDR Site,SANTA ANA RWQCB (REGION 8),Y,N,4/27/2020,WWTP RW,33.61932,-117.72637
NPD100051553,2019,259184,IEUA Carbon Canyon WWRF,* NPDES,SANTA ANA RWQCB (REGION 8),Y,N,3/16/2020,WWTP RW,33.982023,-117.693334
WDR100030189,2019,236378,Lancaster Water Reclamation Plant,* WDR Site,LAHONTAN RWQCB (REGION 6V),Y,N,6/29/2020,WWTP RW,34.77753,-118.15578
WDR100026851,2019,204475,Adelanto WWTP,* WDR Site,LAHONTAN RWQCB (REGION 6V),N,NaN,3/5/2020,WWTP,34.595221,-117.408261
WDR100031449,2019,227962,Grenada Sanitary District STP,* WDR Site,NORTH COAST RWQCB (REGION 1),N,NaN,8/7/2020,WWTP,NaN,NaN
WDR100033156,2019,240917,Miranda POTW,* WDR Site,NORTH COAST RWQCB (REGION 1),N,NaN,8/26/2020,WWTP,40.23308,-123.82784
WDR100037636,2019,248753,Plymouth WWTP,* WDR Site,CENTRAL VALLEY RWQCB (REGION 5S),Y,N,4/19/2020,WWTP RW,38.48185,-120.84466
WDR100035359,2019,252695,Ridgecrest WTF,* WDR Site,LAHONTAN RWQCB (REGION 6V),Y,N,8/13/2020,WWTP RW,35.670026,-117.638706
NPD100051583,2019,266737,"Turlock City, Turlock Regional Water Quality Control Facility",* NPDES,CENTRAL VALLEY RWQCB (REGION 5S),Y,N,4/13/2020,WWTP RW,37.481169,-120.867218
WDR100029522,2019,213270,Carlsbad WRF,* WDR Site,SAN DIEGO RWQCB (REGION 9),Y,Y,6/10/2020,RWP,33.114837,-117.319736
WDR100033512,2019,239874,Maxwell PUD WWTF,* WDR Site,CENTRAL VALLEY RWQCB (REGION 5S),Y,N,7/13/2020,WWTP RW,39.268611,-122.184444
WDR100034690,2019,256045,SCWA Airport WRF (Airport-Larkfield-Wikiup),* WDR Site,NORTH COAST RWQCB (REGION 1),Y,N,4/23/2020,WWTP RW,38.51816,-122.8013
WDR100001153,2019,267571,Donald C. Tillman WWRP,* WDR Site,LOS ANGELES RWQCB (REGION 4),Y,N,8/7/2020,WWTP RW,34.179565,-118.481951
NPD100051544,2019,270006,Vallejo F&WD (formerly SFCD) WWTP,* NPDES,SAN FRANCISCO BAY RWQCB (REGION 2),N,NaN,8/19/2020,WWTP,38.091264,-122.251126
WDR100036383,2019,272537,Wild Wings Water Recycling Facility,* WDR Site,CENTRAL VALLEY RWQCB (REGION 5S),Y,N,5/20/2020,WWTP RW,38.66969,-121.87069
WDR100028634,2019,223010,Eureka City Elk River WWTP,* WDR Site,NORTH COAST RWQCB (REGION 1),N,NaN,4/10/2020,WWTP,40.77237,-124.19514
WDR100031036,2019,230693,Hopland Public Utilities District,* WDR Site,NORTH COAST RWQCB (REGION 1),N,NaN,6/9/2020,WWTP,NaN,NaN
NPD100051591,2019,210322,Brentwood WWTP,* NPDES,CENTRAL VALLEY RWQCB (REGION 5S),Y,N,3/13/2020,WWTP RW,37.95792,-121.68634
WDR100033697,2019,247940,Penn Valley WWTP,* WDR Site,CENTRAL VALLEY RWQCB (REGION 5S),N,NaN,4/15/2020,WWTP,39.17526,-121.19634
WDR100032499,2019,255649,Santa Fe Valley WTP,* WDR Site,SAN DIEGO RWQCB (REGION 9),Y,N,4/27/2020,WWTP RW,33.025199,-117.135651
NPD100051628,2019,259216,Temescal Valley WD WWRF,* NPDES,SANTA ANA RWQCB (REGION 8),Y,N,4/21/2020,WWTP RW,33.79449,-117.49537
WDR100032922,2019,245775,Oceana Marin (North Marin CWD),* WDR Site,NORTH COAST RWQCB (REGION 1),N,NaN,6/11/2020,WWTP,NaN,NaN
WDR100036103,2019,259153,Western Hills WWRF,* WDR Site,SANTA ANA RWQCB (REGION 8),N,NaN,7/23/2020,WWTP,33.960677,-117.765009
WDR100028453,2019,225072,Fort Jones City WWTP,* WDR Site,NORTH COAST RWQCB (REGION 1),N,NaN,11/9/2020,WWTP,NaN,NaN
NPD100051566,2019,272631,Williams WWTP,* NPDES,CENTRAL VALLEY RWQCB (REGION 5S),N,NaN,3/25/2020,WWTP,39.1675,-122.153611
WDR100030689,2019,239130,Madison WWTF,* WDR Site,CENTRAL VALLEY RWQCB (REGION 5S),N,NaN,7/7/2020,WWTP,38.68173,-121.96723
WDR100032145,2019,241099,Oakwood Lake WWTF,* WDR Site,CENTRAL VALLEY RWQCB (REGION 5S),Y,N,3/17/2020,WWTP RW,37.775257,-121.28854
NPD100051618,2019,222434,El Dorado Hills WWTP,* NPDES,CENTRAL VALLEY RWQCB (REGION 5S),Y,N,4/23/2020,WWTP RW,38.63735,-121.06022
WDR100033942,2019,266223,Tracy WWTP,* WDR Site,CENTRAL VALLEY RWQCB (REGION 5S),N,NaN,4/1/2020,WWTP,37.76519,-121.42489
WDR100034757,2019,241143,Modesto Reservoir WWTP,* WDR Site,CENTRAL VALLEY RWQCB (REGION 5S),N,NaN,4/10/2020,WWTP,37.66052,-120.65597
WDR100029679,2019,259173,Corona WWRF #2,* WDR Site,SANTA ANA RWQCB (REGION 8),Y,N,6/29/2020,WWTP RW,33.88293,-117.55827
NPD100051528,2019,206733,Auburn WWTP,* NPDES,CENTRAL VALLEY RWQCB (REGION 5S),N,NaN,7/1/2020,WWTP,38.883523,-121.107111
NPD100051608,2019,222057,Easterly WWTP,* NPDES,CENTRAL VALLEY RWQCB (REGION 5S),N,NaN,4/29/2020,WWTP,38.34719,-121.90658
NPD100051557,2019,252771,Beach Wastewater Treatment Facility,* NPDES,CENTRAL VALLEY RWQCB (REGION 5S),N,NaN,3/18/2020,WWTP,38.150105,-121.695111
NPD100051605,2019,272704,Willows Wastewater Treatment Plant,* NPDES,CENTRAL VALLEY RWQCB (REGION 5R),N,NaN,3/11/2020,WWTP,39.502178,-122.192433
NPD100051540,2019,229595,Hangtown Creek WRF,* NPDES,CENTRAL VALLEY RWQCB (REGION 5S),Y,N,4/22/2020,WWTP RW,38.732707,-120.848229
WDR100036226,2019,219219,Davis Migrant Center WWTF,* WDR Site,CENTRAL VALLEY RWQCB (REGION 5S),N,NaN,7/21/2020,WWTP,38.48742,-121.67724
WDR100037607,2019,206381,Arnold WWTP,* WDR Site,CENTRAL VALLEY RWQCB (REGION 5S),N,NaN,6/17/2020,WWTP,38.22533,-120.36967
NPD100051606,2019,274556,Yuba City WWTF,* NPDES,CENTRAL VALLEY RWQCB (REGION 5S),N,NaN,5/27/2020,WWTP,39.108603,-121.612298
WDR100026871,2019,239038,Mace Meadows Leachfield/Fairway Pines Leachfield,* WDR Site,CENTRAL VALLEY RWQCB (REGION 5S),N,NaN,4/14/2020,WWTP,38.46456,-120.55657
NPD100051481,2019,248519,Pismo Beach WWTP,* NPDES,CENTRAL COAST RWQCB (REGION 3),N,NaN,4/8/2020,WWTP,35.140816,-120.634202
NPD100051517,2019,257887,South San Luis Obispo SD WWTP,* NPDES,CENTRAL COAST RWQCB (REGION 3),N,NaN,3/19/2020,WWTP,35.101266,-120.625755
NPD100051613,2019,219701,Deuel Vocational Institution,* NPDES,CENTRAL VALLEY RWQCB (REGION 5S),N,NaN,6/23/2020,WWTP,37.750556,-121.326389
WDR100028627,2019,222998,Etna STP,* WDR Site,NORTH COAST RWQCB (REGION 1),N,NaN,9/3/2020,WWTP,NaN,NaN
NPD100051548,2019,216106,Crescent City WWTP,* NPDES,NORTH COAST RWQCB (REGION 1),N,NaN,4/29/2020,WWTP,41.747406,-124.201159
NPD100051629,2019,259377,Summerland SD WWTP,* NPDES,CENTRAL COAST RWQCB (REGION 3),N,NaN,9/1/2020,WWTP,34.419298,-119.596606
NPD100051641,2019,210839,Burlingame WWTP,* NPDES,SAN FRANCISCO BAY RWQCB (REGION 2),N,NaN,6/30/2020,WWTP,37.591735,-122.359966
WDR100032579,2019,272688,Willow Springs MHP,* WDR Site,LAHONTAN RWQCB (REGION 6V),N,NaN,4/21/2020,WWTP,35.118321,-118.3869
WDR100001744,2019,238562,Long Beach WRP,* WDR Site,LOS ANGELES RWQCB (REGION 4),Y,N,6/25/2020,WWTP RW,33.804157,-118.090256
NPD100051632,2019,259149,Rialto WWRF,* NPDES,SANTA ANA RWQCB (REGION 8),Y,N,4/16/2020,WWTP RW,34.05524,-117.36499
WDR100037483,2019,270105,Valley Springs SD WWTF,* WDR Site,CENTRAL VALLEY RWQCB (REGION 5S),N,NaN,7/22/2020,WWTP,38.19159,-120.8291
WDR100037041,2019,274504,Yosemite Nat Prk Tuolumne MDWS,* WDR Site,CENTRAL VALLEY RWQCB (REGION 5F),N,NaN,7/24/2020,WWTP,37.79724,-119.8608
WDR100035978,2019,259148,Redlands WWRF,* WDR Site,SANTA ANA RWQCB (REGION 8),Y,N,4/28/2020,WWTP RW,34.08986,-117.2174
WDR100035427,2019,252782,Ripon Industrial & Domestic TP,* WDR Site,CENTRAL VALLEY RWQCB (REGION 5S),N,NaN,6/30/2020,WWTP,37.72919,-121.132976
WDR100027968,2019,209527,Big Pine Indian RES WTF,* WDR Site,LAHONTAN RWQCB (REGION 6V),N,NaN,7/16/2020,WWTP,37.167149,-118.277024
NPD100051579,2019,209253,Benicia WWTP,* NPDES,SAN FRANCISCO BAY RWQCB (REGION 2),N,NaN,4/14/2020,WWTP,38.045819,-122.150579
NPD100051483,2019,266328,Treasure Island WWTP/DOD,* NPDES,SAN FRANCISCO BAY RWQCB (REGION 2),N,NaN,4/27/2020,WWTP,37.83055,-122.3704
WDR100001067,2019,237748,La Canada WWRP,* WDR Site,LOS ANGELES RWQCB (REGION 4),Y,N,6/11/2020,WWTP RW,34.211959,-118.181743
NPD100051639,2019,215966,Covelo POTW,* NPDES,NORTH COAST RWQCB (REGION 1),N,NaN,4/29/2020,WWTP,39.78761,-123.24819
WDR100036083,2019,271836,Waterford WWTP,* WDR Site,CENTRAL VALLEY RWQCB (REGION 5S),N,NaN,4/24/2020,WWTP,37.63413,-120.7667
WDR100037211,2019,235208,Konocti Harbor Resort,* WDR Site,CENTRAL VALLEY RWQCB (REGION 5S),N,NaN,6/26/2020,WWTP,38.941698,-122.738172
NPD100051590,2019,236292,Lake Wildwood WWTP,* NPDES,CENTRAL VALLEY RWQCB (REGION 5S),N,NaN,4/15/2020,WWTP,39.231055,-121.21842
NPD100051617,2019,237060,Linda Cnty Water District WWTP,* NPDES,CENTRAL VALLEY RWQCB (REGION 5S),N,NaN,3/20/2020,WWTP,39.10139,-121.58399
NPD100051512,2019,256498,SF - OCEANSIDE Water Pollution Control Plant,* NPDES,SAN FRANCISCO BAY RWQCB (REGION 2),N,NaN,4/24/2020,WWTP,37.7469,-122.388056
NPD100051562,2019,259507,Sunnyvale WPCP,* NPDES,SAN FRANCISCO BAY RWQCB (REGION 2),Y,N,3/4/2020,WWTP RW,37.4189,-122.01606
NPD100051534,2019,256627,Shasta Lake WWTF,* NPDES,CENTRAL VALLEY RWQCB (REGION 5R),Y,N,3/10/2020,WWTP RW,40.664722,-122.379444
WDR100001103,2019,270849,Valencia WRP,* WDR Site,LOS ANGELES RWQCB (REGION 4),Y,N,6/16/2020,WWTP RW,34.43314,-118.592712
NPD100051560,2019,258739,Stockton Regional WW Control Facility,* NPDES,CENTRAL VALLEY RWQCB (REGION 5S),N,NaN,3/26/2020,WWTP,37.936547,-121.329178
NPD100051624,2019,222443,El Estero Water Resource Center NPDES,* NPDES,CENTRAL COAST RWQCB (REGION 3),Y,N,4/8/2020,WWTP RW,34.417606,-119.68567
NPD100051597,2019,227568,Goleta SD WWTP,* NPDES,CENTRAL COAST RWQCB (REGION 3),Y,N,9/23/2020,WWTP RW,34.4222,-119.83365
WDR100034585,2019,252700,Ridgemark Estates WWTP,* WDR Site,CENTRAL COAST RWQCB (REGION 3),N,NaN,9/15/2020,WWTP,36.8114,-121.37708
NPD100051924,2019,244705,Novato and Ignacio WWTP,* NPDES,SAN FRANCISCO BAY RWQCB (REGION 2),Y,N,4/28/2020,WWTP RW,38.10034,-122.55298
WDR100036546,2019,272919,Woodbridge SD-Sewage Treatment,* WDR Site,CENTRAL VALLEY RWQCB (REGION 5S),N,NaN,7/24/2020,WWTP,38.162976,-121.315731
WDR100029656,2019,214812,Clearlake Oaks Co WTR Dis WWTP,* WDR Site,CENTRAL VALLEY RWQCB (REGION 5S),N,NaN,4/9/2020,WWTP,39.01385,-122.65399
WDR100029703,2019,213404,Casa De Amigas MHP,* WDR Site,CENTRAL VALLEY RWQCB (REGION 5S),N,NaN,4/22/2020,WWTP,37.818878,-120.868789
WDR100034760,2019,272989,Woodward Reserior Reg Park,* WDR Site,CENTRAL VALLEY RWQCB (REGION 5S),N,NaN,4/9/2020,WWTP,37.84712,-120.87701
WDR100034703,2019,271772,St Helena Hospital WWTP,* WDR Site,SAN FRANCISCO BAY RWQCB (REGION 2),Y,Y,9/2/2020,RWP,38.543351,-122.475852
NPD100051515,2019,258386,St. Helena City WWTP,* NPDES,SAN FRANCISCO BAY RWQCB (REGION 2),N,NaN,3/24/2020,WWTP,38.49915,-122.44735
NPD100051510,2019,241146,City of Modesto WQCF,* NPDES,CENTRAL VALLEY RWQCB (REGION 5S),Y,N,6/30/2020,WWTP RW,37.613764,-121.011772
WDR100031107,2019,230812,Hughson WWTF,* WDR Site,CENTRAL VALLEY RWQCB (REGION 5S),N,NaN,6/30/2020,WWTP,37.62015,-120.87937
WDR100028572,2019,222947,Esparto CSD WWTF,* WDR Site,CENTRAL VALLEY RWQCB (REGION 5S),N,NaN,6/29/2020,WWTP,38.68755,-122.00709
NPD100051496,2019,259178,"Colton/San Bernadino STP, RIX",* NPDES,SANTA ANA RWQCB (REGION 8),Y,N,8/5/2020,WWTP RW,34.041083,-117.353889
WDR100029377,2019,258004,Southworth Ranch Estates WWTF,* WDR Site,CENTRAL VALLEY RWQCB (REGION 5S),N,NaN,6/30/2020,WWTP,38.16569,-120.95178
NPD100051480,2019,214802,Clear Creek WWTP,* NPDES,CENTRAL VALLEY RWQCB (REGION 5R),N,NaN,4/15/2020,WWTP,40.502262,-122.369704
WDR100014231,2019,268842,"Two Harbors STP, Catalina Island",* WDR Site,LOS ANGELES RWQCB (REGION 4),Y,N,6/3/2020,WWTP RW,33.438661,-118.495086
WDR100001753,2019,237922,Lake Hughes Community WWTF,* WDR Site,LOS ANGELES RWQCB (REGION 4),N,NaN,9/3/2020,WWTP,34.674201,-118.434688
WDR100000609,2019,226149,Hope Gardens Family Center,* WDR Site,LOS ANGELES RWQCB (REGION 4),Y,N,3/5/2020,WWTP RW,34.298988,-118.400029
WDR100033292,2019,220385,Dixon Migrant Center WWTF,* WDR Site,CENTRAL VALLEY RWQCB (REGION 5S),N,NaN,7/21/2020,WWTP,38.38732,-121.77781
WDR100028557,2019,212847,Camanche North Shore WWTP,* WDR Site,CENTRAL VALLEY RWQCB (REGION 5S),N,NaN,4/1/2020,WWTP,38.293152,-120.927743
WDR100029440,2019,264856,Toyon Middle School,* WDR Site,CENTRAL VALLEY RWQCB (REGION 5S),Y,N,4/17/2020,WWTP RW,38.21366,-120.75719
WDR100026982,2019,205793,Angels City WWTP,* WDR Site,CENTRAL VALLEY RWQCB (REGION 5S),Y,N,4/29/2020,WWTP RW,38.094444,-120.537222
NPD100051504,2019,241740,Monterey One Water Regional WWTP,* NPDES,CENTRAL COAST RWQCB (REGION 3),N,NaN,6/29/2020,WWTP,36.705579,-121.770115
NPD100051521,2019,259205,WRCRWA Regional WWRF,* NPDES,SANTA ANA RWQCB (REGION 8),Y,N,8/27/2020,WWTP RW,33.93153,-117.60594
WDR100029368,2019,235798,La Contenta WWT & RF,* WDR Site,CENTRAL VALLEY RWQCB (REGION 5S),Y,N,6/30/2020,WWTP RW,38.170586,-120.820251
WDR100029526,2019,255678,City of Santa Maria WWTP,* WDR Site,CENTRAL COAST RWQCB (REGION 3),N,NaN,4/2/2020,WWTP,34.9489,-120.4908
WDR100035855,2019,273187,SKF CSD WWTF,* WDR Site,CENTRAL VALLEY RWQCB (REGION 5F),N,NaN,4/16/2020,WWTP,36.517963,-119.587906
WDR100037417,2019,236857,Lemoore NAS WWTF,* WDR Site,CENTRAL VALLEY RWQCB (REGION 5F),N,NaN,8/13/2020,WWTP,36.27557,-119.82353
WDR100030803,2019,237069,Linden Co Water Dist WWTF,* WDR Site,CENTRAL VALLEY RWQCB (REGION 5S),N,NaN,4/7/2020,WWTP,38.01874,-121.09257
NPD100051935,2019,255368,San Leandro WPCP,* NPDES,SAN FRANCISCO BAY RWQCB (REGION 2),Y,N,9/24/2020,WWTP RW,37.714649,-122.192812
WDR100034845,2019,253008,Robbins WWTF,* WDR Site,CENTRAL VALLEY RWQCB (REGION 5S),N,NaN,6/22/2020,WWTP,38.87071,-121.704
WDR100036696,2019,264662,Tomales Village WWTP,* WDR Site,SAN FRANCISCO BAY RWQCB (REGION 2),N,NaN,7/30/2020,WWTP,38.243775,-122.898688
WDR100031466,2019,230784,Herlong Public Utility District,* WDR Site,LAHONTAN RWQCB (REGION 6T),N,NaN,8/6/2020,WWTP,40.160165,-120.176765
WDR100030684,2019,201088,Madera Cnty #8A-North Fork WWTF,* WDR Site,CENTRAL VALLEY RWQCB (REGION 5F),N,NaN,4/14/2020,WWTP,37.23754,-119.50413
WDR100029004,2019,273113,Farmersville WWTF,* WDR Site,CENTRAL VALLEY RWQCB (REGION 5F),N,NaN,8/17/2020,WWTP,36.29773,-119.20678
WDR100030085,2019,235021,King City Domestic WWTF,* WDR Site,CENTRAL COAST RWQCB (REGION 3),N,NaN,7/20/2020,WWTP,36.218,-121.15328
WDR100032734,2019,273128,Parlier WWTF,* WDR Site,CENTRAL VALLEY RWQCB (REGION 5F),N,NaN,7/24/2020,WWTP,36.61167,-119.53092
WDR100033198,2019,239591,Markleeville Wstwtr Trtmnt Sys,* WDR Site,LAHONTAN RWQCB (REGION 6T),N,NaN,4/29/2020,WWTP,38.695069,-119.775948
WDR100027855,2019,210365,Bridgeport PUD Treatment Plant,* WDR Site,LAHONTAN RWQCB (REGION 6T),N,NaN,4/2/2020,WWTP,38.268152,-119.209621
WDR100030422,2019,236765,Leavitt Lake Sewage Treatment Ponds,* WDR Site,LAHONTAN RWQCB (REGION 6T),N,NaN,7/2/2020,WWTP,40.373841,-120.520105
WDR100028522,2019,201073,Fresno Cnty #30-El Porvenir WWTF,* WDR Site,CENTRAL VALLEY RWQCB (REGION 5F),N,NaN,6/9/2020,WWTP,36.50245,-120.39155
WDR100028422,2019,273109,Delano WWTF,* WDR Site,CENTRAL VALLEY RWQCB (REGION 5F),N,NaN,7/13/2020,WWTP,35.76884,-119.24705
NPD100051611,2019,273166,Cutler-Orosi WWTF,* NPDES,CENTRAL VALLEY RWQCB (REGION 5F),Y,N,5/4/2020,WWTP RW,36.52323,-119.30489
NPD100051507,2019,210272,Brawley City WWTP,* NPDES,COLORADO RIVER BASIN RWQCB (REGION 7),N,NaN,5/11/2020,WWTP,33.01713,-115.51704
WDR100036960,2019,266350,Tres Pinos WWTP,* WDR Site,CENTRAL COAST RWQCB (REGION 3),N,NaN,12/18/2020,WWTP,36.790553,-121.326822
WDR100035911,2019,273186,Santa Nella WWTF,* WDR Site,CENTRAL VALLEY RWQCB (REGION 5F),N,NaN,4/24/2020,WWTP,37.10174,-121.01588
NPD100051594,2019,273161,Bear Valley CSD WWTP,* NPDES,CENTRAL VALLEY RWQCB (REGION 5F),Y,N,6/29/2020,WWTP RW,35.16531,-118.6662
NPD100051529,2019,214652,Merced WWTF,* NPDES,CENTRAL VALLEY RWQCB (REGION 5F),Y,N,7/20/2020,WWTP RW,37.25455,-120.52594
WDR100027491,2019,213592,CDC CCWF & VSP WWTF,* WDR Site,CENTRAL VALLEY RWQCB (REGION 5F),Y,N,4/15/2020,WWTP RW,37.09036,-120.14971
NPD100051862,2019,259158,OCSD Plant 2,* NPDES,SANTA ANA RWQCB (REGION 8),N,NaN,4/22/2020,WWTP,33.63745,-117.96124
WDR100030927,2019,220469,Livingston Domestic WWTF,* WDR Site,CENTRAL VALLEY RWQCB (REGION 5F),N,NaN,6/30/2020,WWTP,37.393151,-120.753646
WDR100040422,2019,271887,Wawona WWTF,* WDR Site,CENTRAL VALLEY RWQCB (REGION 5F),Y,N,7/24/2020,WWTP RW,37.54332,-119.6517
WDR100026684,2019,206355,Armona CSD WWTF,* WDR Site,CENTRAL VALLEY RWQCB (REGION 5F),N,NaN,8/23/2020,WWTP,36.31045,-119.7093
WDR100027879,2019,273160,Avenal WWTF,* WDR Site,CENTRAL VALLEY RWQCB (REGION 5F),N,NaN,4/29/2020,WWTP,36.00412,-120.12903
WDR100035519,2019,255430,San Miguel SD WWTP,* WDR Site,CENTRAL COAST RWQCB (REGION 3),N,NaN,4/30/2020,WWTP,35.75921,-120.6928
